Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-01-02,9.59918847064169,9.715694026496255,9.299604344859079,9.590867042541504,865397,0.0,0.0
2008-01-03,9.528454706710376,9.73649997876546,9.44523723359724,9.486845970153809,1297445,0.0,0.0
2008-01-04,9.4660394150739,9.565900518667426,9.158133087486954,9.424429893493652,1301851,0.0,0.0
2008-01-07,9.36201743951846,9.819716645564547,9.158133710067961,9.590867042541504,1202925,0.0,0.0
2008-01-08,9.615830253647168,9.84051909897534,9.449394572248863,9.611669540405273,1061246,0.0,0.0
2008-01-09,9.561739346106217,9.977828979492188,9.370337781001593,9.977828979492188,865197,0.0,0.0
2008-01-10,9.90293303543224,9.94038104711007,9.528452124018026,9.628314018249512,1387059,0.0,0.0
2008-01-11,9.611672974459633,9.682408303387472,9.478524540696943,9.486845970153809,1292239,0.0,0.0
2008-01-14,9.520130362736687,9.52845178964601,9.21222405828183,9.466038703918457,1682333,0.0,0.0
2008-01-15,9.345374818434149,9.366179185613008,9.158134719188327,9.299605369567871,793005,0.0,0.0
2008-01-16,9.162293833195848,9.649118800830804,9.070754156817681,9.52013111114502,1691145,0.0,0.0
2008-01-17,9.403626653175,9.624154026174313,9.30376475145684,9.34953498840332,1376145,0.0,0.0
2008-01-18,9.445234878949815,9.703210252706427,9.353695204564051,9.653279304504395,2276086,0.0,0.0
2008-01-21,9.270476581488689,9.324568241187594,8.871030601348458,8.925122261047363,1197418,0.0,0.0
2008-01-22,8.908480446066433,9.586707085989797,8.908480446066433,9.058273315429688,1042522,0.0,0.0
2008-01-23,8.987535386943305,9.041627046877847,8.592250913239397,8.866869926452637,1069055,0.0,0.0
2008-01-24,9.153973426401334,9.153973426401334,8.821101188659668,8.821101188659668,1065151,0.0,0.0
2008-01-28,8.737882603496114,9.478522224232512,8.654664356084638,9.362016677856445,1101997,0.0,0.0
2008-01-29,9.466039990543203,10.119300698607857,9.36617808624283,9.882129669189453,1877481,0.0,0.0
2008-01-30,9.736498472905572,9.952865140953962,9.528453233027044,9.632475852966309,1263202,0.0,0.0
2008-01-31,9.624153864261977,9.653279655796135,9.195581267211253,9.270477294921875,902745,0.0,0.0
2008-02-01,9.48684413337698,9.902933802290637,9.299604060488424,9.603349685668945,1049330,0.0,0.0
2008-02-06,9.320405564309592,9.6907256771487,9.162291332042253,9.21638298034668,658835,0.0,0.0
2008-02-07,9.162293678704827,9.486843651655697,8.98753575645869,9.362016677856445,1218545,0.0,0.0
2008-02-08,9.299604216241542,9.499327228879693,9.133167710179768,9.278799057006836,449369,0.0,0.0
2008-02-11,9.362016946870016,9.753141528988865,9.237189969483914,9.73649787902832,722916,0.0,0.0
2008-02-12,9.736499603607877,10.215003234115647,9.736499603607877,9.986153602600098,1371339,0.0,0.0
2008-02-13,9.986153608307545,10.40640405655752,9.986153608307545,10.339829444885254,1814401,0.0,0.0
2008-02-14,10.319021767259423,10.568675686310309,9.898771453817403,9.902932167053223,987252,0.0,0.0
2008-02-15,9.89877400924697,10.169232358933284,9.653280740056301,9.740659713745117,418731,0.0,0.0
2008-02-18,9.98615123871668,10.152586933768111,9.898772280289807,10.073530197143555,250818,0.0,0.0
2008-02-19,10.152586648175179,10.352309635545856,10.006955319772308,10.09017276763916,632101,0.0,0.0
2008-02-20,9.986151489353432,10.435527638880162,9.861324516272921,10.198356628417969,1430914,0.0,0.0
2008-02-21,10.43552909080323,10.606126322091143,10.127623520903748,10.360633850097656,1408086,0.0,0.0
2008-02-22,10.44385118716053,11.00973295425407,10.402242455728423,10.963963508605957,1646288,0.0,0.0
2008-02-25,10.76007874062937,11.380052117069779,10.76007874062937,11.234420776367188,2562249,0.0,0.0
2008-02-26,11.230259365809392,11.583935116443483,10.930674480719762,11.359246253967285,2140314,0.0,0.0
2008-02-27,11.234424029055521,11.56313481926196,11.15120575543027,11.184493064880371,1972401,0.0,0.0
2008-02-28,11.151202859201938,11.184490160006549,10.672699300748619,10.676860809326172,1373241,0.0,0.0
2008-02-29,10.639410430741702,10.93899527678619,10.256608145810706,10.319021224975586,1441127,0.0,0.0
2008-03-03,10.527067919913058,11.35924725865499,10.410563162129014,11.142881393432617,1699355,0.0,0.0
