Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-08,18.43245405859174,18.43245405859174,17.091081338626495,17.602081298828125,4609700,0.0,0.0
2021-02-09,17.602081684110452,18.249954223632812,16.65308322906494,18.249954223632812,3077700,0.0,0.0
2021-02-10,17.985328666395688,18.231703460841135,16.990707783746004,17.793704986572266,2997900,0.0,0.0
2021-02-11,17.793704345849125,17.793704345849125,17.173205659419125,17.729829788208008,3171100,0.0,0.0
2021-02-12,17.501707618211714,18.35033082817287,17.227957241202517,18.222579956054688,1712100,0.0,0.0
2021-02-17,18.24995401585455,18.29557820471369,17.884955283627704,18.17695426940918,475200,0.0,0.0
2021-02-18,18.158706416046503,18.249956546871154,17.67508368144337,18.20433235168457,1094200,0.0,0.0
2021-02-19,18.158706431355792,18.332081506023652,17.894082966237832,18.24083137512207,801900,0.0,0.0
2021-02-22,17.81195303790639,18.012701877350366,17.364829436110046,17.684202194213867,1230800,0.0,0.0
2021-02-23,17.565583530658834,17.72983342136581,17.437834389198528,17.69333267211914,666400,0.0,0.0
2021-02-24,17.592958534452258,17.693332110793182,16.881209610786307,17.3192081451416,1653300,0.0,0.0
2021-02-25,17.519957907323644,17.693331230767253,16.8812087711535,17.33745765686035,1027400,0.0,0.0
2021-02-26,17.20058333923857,17.33745765686035,16.25158482155166,17.33745765686035,1246700,0.0,0.0
2021-03-01,17.3283310131905,17.3283310131905,16.470582692861417,16.826457977294922,925900,0.0,0.0
2021-03-02,16.80820700354293,16.80820700354293,15.859208599652868,16.488832473754883,810400,0.0,0.0
2021-03-03,16.333709957520067,16.479709463473768,15.375587982142477,16.059961318969727,1753000,0.0,0.0
2021-03-04,16.0143354581526,16.945083618164062,15.68583743849375,16.945083618164062,1469800,0.0,0.0
2021-03-05,16.881207529637727,17.209707260131836,16.160333507820383,17.209707260131836,923200,0.0,0.0
2021-03-08,16.780832302022894,16.945082168021692,16.434083938598633,16.434083938598633,610900,0.0,0.0
2021-03-09,16.443209190059253,16.789957554865214,15.631085042768136,15.81358528137207,878100,0.0,0.0
2021-03-10,16.032586084029926,16.032586084029926,14.837214452125945,15.512462615966797,2441200,0.0,0.0
2021-03-11,15.384712148638128,16.196834564208984,15.220462280219014,16.196834564208984,1284900,0.0,0.0
2021-03-12,15.968710414707765,17.492581706757928,15.80446054339856,17.273582458496094,814600,0.0,0.0
2021-03-15,17.337459300835143,17.939707747838554,17.200584970234647,17.611207962036133,1845700,0.0,0.0
2021-03-16,17.611208380539765,17.611208380539765,17.246209576780956,17.565584182739258,980800,0.0,0.0
2021-03-17,17.656831107742498,17.85757997818901,17.27358199838006,17.78458023071289,865100,0.0,0.0
2021-03-18,17.7845813559989,17.7845813559989,17.027208275343582,17.33745765686035,712200,0.0,0.0
2021-03-19,17.291833053545393,17.638581432643832,17.072832062013255,17.383081436157227,903700,0.0,0.0
2021-03-22,17.383077814445112,17.884952516502782,17.246203528593373,17.419578552246094,1105200,0.0,0.0
2021-03-23,18.012708685612537,19.691704993329864,17.830210146352965,19.24458122253418,5820500,0.0,0.0
2021-03-24,19.24458017853819,19.883329382424428,18.614956162187642,19.226329803466797,2566500,0.0,0.0
2021-03-25,19.235454722244853,19.46357918609522,18.31383167943519,18.61495590209961,3640800,0.0,0.0
2021-03-26,18.660581097506086,18.715330479327818,17.6294575872299,17.976207733154297,1078600,0.0,0.0
2021-03-29,18.003581077915012,18.64233023060528,17.65683268160837,18.332080841064453,741900,0.0,0.0
2021-03-30,18.47807843262164,18.642328297161587,17.967080207737215,18.52370262145996,1236600,0.0,0.0
2021-03-31,18.441579359475263,18.66058035899798,18.0765805943564,18.6058292388916,1295900,0.0,0.0
2021-04-01,19.162456282403152,19.673454629274104,18.824831286866843,19.28108024597168,3703000,0.0,0.0
