Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,4.00093740797191,4.00093740797191,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-04,4.063020693760703,4.063020693760703,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-05,3.9319554676483874,3.9319554676483874,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-06,4.000937428400499,4.000937428400499,3.5870471000671387,3.5870471000671387,0,0.0,0.0
2000-01-07,3.9319554676483874,3.9319554676483874,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-10,4.138900630758416,4.138900630758416,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-11,4.125104308479766,4.125104308479766,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-12,4.138900630758416,4.138900630758416,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-13,3.9319554676483874,3.9319554676483874,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-14,3.9319554676483874,3.9319554676483874,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-17,3.9319554676483874,3.9319554676483874,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-18,3.9319554676483874,3.9319554676483874,3.7250106334686284,3.725010633468628,0,0.0,0.0
2000-01-19,0.4914944469928741,0.4914944469928741,0.4914944469928741,0.49149444699287415,146400,0.0,0.0
2000-01-20,0.4914944469928741,0.4914944469928741,0.4914944469928741,0.49149444699287415,368800,0.0,0.0
2000-01-21,0.4914944469928741,0.4914944469928741,0.4914944469928741,0.49149444699287415,0,0.0,0.0
2000-01-24,0.4914944469928741,0.4914944469928741,0.4914944469928741,0.49149444699287415,0,0.0,0.0
2000-01-25,0.4914944469928741,0.4914944469928741,0.4914944469928741,0.49149444699287415,0,0.0,0.0
2000-01-26,0.4914944469928741,0.4914944469928741,0.4914944469928741,0.49149444699287415,0,0.0,0.0
2000-01-27,0.46562632918357855,0.46562632918357855,0.46562632918357855,0.4656263291835785,800,0.0,0.0
2000-01-28,0.46562632918357855,0.46562632918357855,0.46562632918357855,0.4656263291835785,7200,0.0,0.0
